MODULE	L1	L1_pv	L1/L2	L1/L2_pv	NUMBER_OF_GENES
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.4020738155199767	0.716	2.335680111380392	0.511	17
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.40138133930781755	0.717	1.7595228872893247	0.736	15
REACTOME_HS_GAG_BIOSYNTHESIS	0.40121389236034516	0.717	1.5395219608378825	0.825	29
KEGG_RETINOL_METABOLISM	0.388031492422074	0.719	1.8626112434050686	0.687	63
BIOCARTA_G2_PATHWAY	0.4002057678203562	0.722	2.6171802539163793	0.435	22
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.39911722877589734	0.725	1.593774319962522	0.804	16
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.3869332962696206	0.726	2.1484035024755426	0.567	70
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.4419621283826875	0.727	2.657654128886884	0.48	14
BIOCARTA_ACH_PATHWAY	0.3986252801888045	0.727	1.8765241502728758	0.672	15
REACTOME_P2Y_RECEPTORS	0.441397677021761	0.728	1.1117543650569224	0.992	11
BIOCARTA_VITCB_PATHWAY	0.44056726839293037	0.729	1.585788850646506	0.85	11
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.3788682217164842	0.729	1.8295246031208328	0.717	180
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.38639314279376874	0.73	1.990197958940544	0.634	49
BIOCARTA_FREE_PATHWAY	0.44022725688337433	0.731	1.8681026010788113	0.734	9
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.38609573102419503	0.732	2.041026260909084	0.612	40
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.38569066955143133	0.733	1.9198498667967128	0.664	40
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.38538933430585437	0.733	2.363771748996422	0.483	42
REACTOME_MITOTIC_PROMETAPHASE	0.38458832461395936	0.733	2.1690707389893844	0.557	83
REACTOME_OPIOID_SIGNALLING	0.38437683042676923	0.733	2.5989025638534224	0.402	75
REACTOME_SIGNALING_BY_NODAL	0.39749923330516646	0.734	2.1782320317407264	0.56	17
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.3843011521069506	0.734	1.2086616425906052	0.971	50
BIOCARTA_IL2RB_PATHWAY	0.384232596872017	0.734	1.9946672623188637	0.634	36
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.3779835919555121	0.735	1.972138212185736	0.641	184
BIOCARTA_EDG1_PATHWAY	0.39721556985144646	0.736	2.000404634794088	0.624	26
BIOCARTA_ATM_PATHWAY	0.3967342354692653	0.737	1.9516219444810927	0.64	19
BIOCARTA_NDKDYNAMIN_PATHWAY	0.39631167009171414	0.739	1.863981491044692	0.676	20
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.43746709870174577	0.741	1.4859182844577312	0.89	11
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.4370003738666813	0.742	1.832610440225691	0.746	9
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.39540663293968936	0.742	1.3808888574162874	0.895	35
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.3950654980396192	0.742	2.067012337922582	0.604	28
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.4356379026599761	0.743	2.1259188911347544	0.629	10
REACTOME_COMPLEMENT_CASCADE	0.3946336330510835	0.744	1.4153846322384194	0.884	30
BIOCARTA_WNT_PATHWAY	0.394319088902759	0.744	2.953333454864005	0.36	24
BER	0.38268499978959364	0.744	2.0409691146730524	0.612	47
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.39383016652113395	0.745	1.2635979424993404	0.947	23
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.39360519075637146	0.747	2.179545268863147	0.56	29
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.37471574309294536	0.748	2.231855605490668	0.503	97
KEGG_ALZHEIMERS_DISEASE	0.3739132453396505	0.753	2.2907705622084844	0.482	166
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.4316357985447298	0.754	1.4682636371647542	0.899	14
BIOCARTA_AHSP_PATHWAY	0.43160773947399117	0.754	2.153137346412332	0.616	13
BIOCARTA_HER2_PATHWAY	0.3918176363846066	0.754	1.596477090107355	0.802	21
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.3792820702097508	0.754	1.615102215458561	0.812	68
EMT_REGULATORS	0.3730978976071124	0.756	1.7110117711127086	0.784	93
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.43070828037653774	0.758	2.2433972490155454	0.582	12
KEGG_GLIOMA	0.37771730912665624	0.758	1.7088974119694031	0.768	64
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.3772534700645485	0.759	1.9775326960180897	0.642	48
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.3771732721985365	0.759	1.9066298598783813	0.667	42
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.4301723334190379	0.76	2.3816287801018383	0.542	14
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.39058354584264365	0.761	2.127561338869586	0.576	31
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.3900215433154738	0.761	2.0705651678528643	0.603	17
BIOCARTA_VIP_PATHWAY	0.38929994979794513	0.762	2.076802720758876	0.602	28
BIOCARTA_TCR_PATHWAY	0.3769066710911655	0.762	1.6936249547469058	0.779	48
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.37656280895473293	0.762	1.7522290212405598	0.743	43
REACTOME_REGULATION_OF_APOPTOSIS	0.3758546156491017	0.763	1.5359276854082173	0.846	56
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.38877275645349424	0.764	1.7898567323553316	0.719	16
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.375597500276245	0.765	1.3574078873593023	0.914	44
REACTOME_SIGNALING_BY_ILS	0.3713150360739178	0.765	1.7870090305940685	0.737	102
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.38812152944190786	0.767	2.5102086353954403	0.447	18
KEGG_HUNTINGTONS_DISEASE	0.3711363962954523	0.767	1.9245383105340157	0.664	182
BIOCARTA_GH_PATHWAY	0.3880845139531738	0.768	1.4681401807709191	0.854	26
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.4277497356601257	0.77	1.5661546482311528	0.859	9
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.37438241645421455	0.77	2.2518179734502284	0.526	67
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.36993472679451184	0.771	2.046348685621029	0.598	114
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.38735901227338904	0.773	1.3173904442628315	0.93	27
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.42691491053012254	0.774	2.0067016675188722	0.683	11
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.3869200674743501	0.774	1.673045207175641	0.771	26
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.36924216231674056	0.775	1.2112029856432642	0.974	187
REACTOME_INTRINSIC_PATHWAY	0.3867264008767021	0.776	1.1262101004784841	0.991	16
BIOCARTA_CDMAC_PATHWAY	0.3865951990887079	0.776	1.1772142595938124	0.978	15
REACTOME_METABOLISM_OF_PORPHYRINS	0.4264486278005405	0.777	2.6851212395567785	0.476	13
KEGG_SELENOAMINO_ACID_METABOLISM	0.38625870512399335	0.777	1.2322062943862113	0.962	25
BIOCARTA_PROTEASOME_PATHWAY	0.38622346745835606	0.777	1.699651288306589	0.759	27
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.38621020307651116	0.777	1.7147670943670645	0.753	24
REACTOME_HS_GAG_DEGRADATION	0.38607936101239376	0.778	1.5455348736689316	0.821	19
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.4249550232989743	0.779	1.9740476312389594	0.693	9
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.3858122468946936	0.779	1.2370592724593013	0.959	22
KEGG_OTHER_GLYCAN_DEGRADATION	0.3857052734973165	0.779	1.867652880283445	0.675	15
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.3683886283431458	0.779	1.657532567579435	0.81	201
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.3682292103931947	0.779	1.4535355492809499	0.895	127
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.37325025162132736	0.78	1.5089677757060986	0.862	38
BIOCARTA_ALK_PATHWAY	0.3729325373429449	0.78	2.1909942996630187	0.547	36
BIOCARTA_CSK_PATHWAY	0.3847188825357967	0.781	1.5972928004673224	0.802	22
BIOCARTA_NFAT_PATHWAY	0.3726743468073691	0.782	1.5162321628507043	0.858	55
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.37237120620923986	0.782	1.3200157159135972	0.931	68
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.423847350984467	0.783	1.4101417738476336	0.918	13
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.37217658979062385	0.784	1.648157391634631	0.796	53
FANCONI	0.3718604057092982	0.784	2.1396446807062763	0.57	39
BIOCARTA_STATHMIN_PATHWAY	0.3843093487437834	0.785	1.9878379724269255	0.625	18
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.37169202951065367	0.785	1.6557413486672936	0.79	53
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.3826477526615228	0.787	1.4235812299225754	0.88	20
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.3819702875027987	0.787	1.6510266345625935	0.777	26
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.3714064424280728	0.787	1.740460133211387	0.752	52
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.3815598993404776	0.789	1.139324985476929	0.987	22
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.38145214689832774	0.789	1.5436237556549437	0.822	31
KEGG_RENAL_CELL_CARCINOMA	0.3704829743786781	0.789	1.6957476006106849	0.775	68
BIOCARTA_MTA3_PATHWAY	0.38071500264971386	0.79	2.03178259592406	0.611	18
KEGG_PURINE_METABOLISM	0.3658512457337508	0.793	2.045585283919957	0.598	152
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.37822008298416837	0.794	1.9869208694619225	0.625	27
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.36960188673890065	0.795	2.364191289170501	0.483	87
KEGG_NOTCH_SIGNALING_PATHWAY	0.3695916774386052	0.795	2.8634150916952463	0.322	44
KEGG_ABC_TRANSPORTERS	0.36941811833646443	0.796	1.667107068568747	0.784	42
REACTOME_IL1_SIGNALING	0.36935188445448475	0.796	1.3426326436814293	0.923	36
KEGG_PYRUVATE_METABOLISM	0.3685860750537508	0.797	1.946809758720761	0.656	37
KEGG_TYPE_II_DIABETES_MELLITUS	0.3683280480566726	0.798	1.926710635722209	0.663	45
REACTOME_IL_6_SIGNALING	0.419792763417341	0.799	1.4778883226897515	0.896	10
NER	0.36784510270491966	0.8	1.9779459329010092	0.641	51
APC	0.4190657698424431	0.801	2.099165232104604	0.642	14
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.41860050412972966	0.801	1.8628019336594608	0.735	9
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.4183608422412309	0.801	2.3676089039374433	0.548	11
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.37614130349400654	0.801	2.16834440094761	0.561	21
REACTOME_INTEGRATION_OF_PROVIRUS	0.3760090247976589	0.801	1.5871435857010858	0.806	16
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.37551928734381096	0.801	1.600245555999469	0.801	30
KEGG_VIBRIO_CHOLERAE_INFECTION	0.3677099785742946	0.801	1.3011244963143205	0.937	55
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.3675185654287414	0.801	1.5990157649505514	0.82	81
BIOCARTA_HDAC_PATHWAY	0.3745982248843496	0.803	1.7029036593305797	0.758	30
REACTOME_MEIOSIS	0.36281007685250133	0.803	2.215685988793837	0.508	114
BIOCARTA_EIF_PATHWAY	0.37410770574166935	0.804	1.827039935222842	0.695	15
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.36731501932065946	0.805	1.031862307517884	1.0	84
BIOCARTA_GPCR_PATHWAY	0.3666762079127595	0.805	1.5962750964802495	0.82	36
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.3728089892613853	0.807	1.5888714798657335	0.805	24
BIOCARTA_ACTINY_PATHWAY	0.37248281016831675	0.807	1.9708601752336043	0.637	19
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.37237584871688845	0.807	1.735893165982697	0.741	27
REACTOME_SIGNALING_BY_ERBB4	0.36577614318176965	0.808	2.1678850860113976	0.558	87
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.4151762648017222	0.809	1.6808763931892572	0.809	14
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.3601939274156871	0.81	1.7497505836475253	0.762	108
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.4146202166094167	0.812	1.2970144340881116	0.951	10
REACTOME_SIGNALING_BY_NOTCH4	0.41400373972005844	0.813	2.0811497072052183	0.649	10
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.3642018742449106	0.815	1.6659908702835786	0.784	37
REACTOME_MEIOTIC_RECOMBINATION	0.3637173691854879	0.816	2.135051016230217	0.571	85
KEGG_TYPE_I_DIABETES_MELLITUS	0.3632885369286087	0.818	1.099904758013846	0.993	43
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.3629172799816941	0.818	1.7199779514746485	0.759	66
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.36287450544103145	0.818	1.8202556723814522	0.713	47
REACTOME_GAP_JUNCTION_DEGRADATION	0.4118463280821424	0.82	2.138298509774744	0.624	9
BIOCARTA_P53HYPOXIA_PATHWAY	0.3702723894954084	0.82	1.5214010689210056	0.833	22
KEGG_THYROID_CANCER	0.37015033293314364	0.82	1.9129225367013618	0.659	28
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.3701138161247134	0.82	1.558264803343021	0.817	17
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.36981000177458967	0.82	1.8983399466834965	0.666	29
REACTOME_SEMAPHORIN_INTERACTIONS	0.36222527702351326	0.82	1.8123652521370521	0.716	63
APOPTOSIS_GENES	0.35876449015218254	0.82	1.515088037432798	0.867	183
BIOCARTA_PDGF_PATHWAY	0.3696487921419229	0.821	1.6302743901988606	0.789	31
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.3694001459550673	0.821	1.3687134516632402	0.898	25
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.3693449326358905	0.822	1.4911575982605034	0.844	28
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.3692374642741158	0.822	2.2256278989639897	0.545	35
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.3615076463112353	0.822	1.7305964107378617	0.754	72
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.35828824618336536	0.822	2.3970931302524736	0.416	136
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.41036326900749154	0.828	1.7441420801422776	0.782	13
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.4100544896569997	0.828	1.8945469583174648	0.722	9
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.40976694531714797	0.828	1.5597752856520701	0.86	14
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.3677441651766084	0.828	1.8680366974027482	0.675	23
BIOCARTA_ARF_PATHWAY	0.36726179121406766	0.829	1.665491695809269	0.772	16
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.36005008535736477	0.829	1.5866996772839481	0.825	49
BIOCARTA_TOLL_PATHWAY	0.3669994830233974	0.83	2.2607852013954255	0.535	34
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.3667602298897709	0.831	2.0856235503001677	0.601	30
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.36641696413310254	0.832	1.7772196514522025	0.724	29
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.35914916989408563	0.832	2.1277481817307993	0.576	70
KEGG_WNT_SIGNALING_PATHWAY	0.35681500860901827	0.832	1.5842565121140955	0.844	149
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.3659167576084174	0.834	2.0145868951727457	0.619	24
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.3584181817625925	0.834	1.8266103357407681	0.71	73
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.35588280985306264	0.834	1.884525591121194	0.692	112
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.35459323781959645	0.834	1.938440825168407	0.656	129
REACTOME_HIV_LIFE_CYCLE	0.3542842311594793	0.835	2.002061219606593	0.626	120
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.3656827703974709	0.836	1.4399843139867565	0.874	23
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.36553601826717136	0.836	1.9731398343704933	0.637	34
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.3655232528894775	0.836	1.4397616029852303	0.874	29
REACTOME_REGULATORY_RNA_PATHWAYS	0.3643288087697309	0.836	1.8698557449177924	0.674	23
BIOCARTA_IGF1_PATHWAY	0.36362346342740987	0.837	1.708608800659788	0.755	19
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.3635561212591172	0.837	1.5174643332384214	0.833	21
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.36349984960362325	0.837	1.773570232415285	0.727	18
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.35764757856323043	0.838	1.7119748036431797	0.767	63
KEGG_ERBB_SIGNALING_PATHWAY	0.3571951191005995	0.84	1.734372076851731	0.753	86
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.3565125228193572	0.84	2.485642259508062	0.439	46
E2F1_TARGETS	0.3528720069368233	0.84	1.3076383054945113	0.943	127
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.3630464816190185	0.841	1.798362116745032	0.712	17
KEGG_STEROID_BIOSYNTHESIS	0.3630369958925522	0.841	1.5555282851748116	0.819	16
REACTOME_RNA_POL_II_TRANSCRIPTION	0.3526049810349578	0.841	1.6925511258956962	0.792	102
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.36295087114936864	0.842	1.9200858646482302	0.655	25
E2F4_TARGETS	0.3520633570098011	0.842	1.648692577858908	0.811	94
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.40657348862689524	0.844	2.2461727156823676	0.581	13
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.405840254395562	0.844	1.9461753180616561	0.702	12
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.3626810746351143	0.844	1.7327295798905453	0.741	20
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.3625703692698176	0.844	1.2907963171812364	0.936	28
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.3621710905053708	0.844	1.5543564657785152	0.82	16
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.362032649016715	0.845	1.6631662156504146	0.773	25
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.36194934261525274	0.845	1.5748486051183301	0.809	15
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.36037391027988375	0.848	1.6688711273041401	0.772	32
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.3548519028360843	0.848	1.4136236709500407	0.896	38
BIOCARTA_IL22BP_PATHWAY	0.3600360385064803	0.849	1.3989541055772017	0.888	15
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.35989233606136517	0.849	1.269779200422356	0.943	19
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.36796093129945245	0.852	1.2388645026621143	0.995	294
E2F2_TARGETS	0.359286140550102	0.852	1.6058389579400574	0.801	33
REACTOME_BOTULINUM_NEUROTOXICITY	0.3592777887556513	0.852	2.1292090324403525	0.575	18
BIOCARTA_RB_PATHWAY	0.40290308847045503	0.853	1.4594121249821137	0.902	12
REACTOME_MRNA_CAPPING	0.3589515628986255	0.853	1.5774299644039709	0.809	28
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.358921641441215	0.853	2.0009043671848947	0.623	21
BIOCARTA_BCR_PATHWAY	0.35357354112028544	0.853	1.4972785836795275	0.868	36
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.3523780959681323	0.854	1.7510490315508804	0.744	37
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.40231078719807606	0.855	1.933028696472848	0.708	11
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.3580947674864034	0.858	2.0506699211066426	0.609	25
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.3579162850387024	0.858	1.561064534550646	0.816	34
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.35773170764936996	0.858	1.1794740355831879	0.978	24
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.3481843336885143	0.858	2.435741441266069	0.395	137
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.4009573175614214	0.859	1.9315378193531472	0.708	11
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.3571960093996713	0.859	1.4104507949449017	0.884	22
BIOCARTA_ETS_PATHWAY	0.3570361197175729	0.86	1.656638311648525	0.774	17
REACTOME_PURINE_SALVAGE	0.3996696368961284	0.861	1.8216801302869055	0.751	12
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.35661157083140965	0.862	1.4600720964157312	0.863	31
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.3467763426066205	0.862	1.5518860562912244	0.859	116
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.3560505460794118	0.863	1.3620642047449794	0.901	31
REACTOME_GAB1_SIGNALOSOME	0.3501642819595302	0.863	1.5846301099326936	0.826	36
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.3501437345965804	0.863	1.7814935670414986	0.734	53
BIOCARTA_FMLP_PATHWAY	0.349864445404207	0.863	1.4422606863709309	0.888	37
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.3496131170537123	0.863	2.004995502975705	0.629	41
G2_M_CHECKPOINT	0.3491796400609765	0.865	1.406143529775594	0.897	56
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.34916315281419097	0.865	1.771231000746243	0.737	61
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.34912328645404433	0.865	1.5750798110454134	0.83	58
REACTOME_PKB_MEDIATED_EVENTS	0.3551457415750194	0.866	1.8269518575103503	0.695	27
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.3551454258221868	0.866	1.594493041204432	0.804	20
REACTOME_CELL_CYCLE	0.3648952107037856	0.867	1.8326116906790009	0.815	410
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.35507904723976036	0.867	1.2422338286777561	0.958	22
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.3547858216109028	0.868	1.5696989402700885	0.813	25
BIOCARTA_AT1R_PATHWAY	0.3546731198133454	0.869	2.269726452571993	0.533	35
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.35453576638436146	0.869	1.5979610923775271	0.802	30
BIOCARTA_PTEN_PATHWAY	0.35434245862218533	0.869	1.699336893464391	0.759	16
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.3535074191679856	0.869	1.5619793277275884	0.816	29
KEGG_COLORECTAL_CANCER	0.3477550223537194	0.869	1.6727903944175215	0.782	61
DNA_REPAIR	0.3438427173883761	0.869	2.2759738368911107	0.486	164
ADHERENS_JUNCTIONS	0.35318240783342264	0.871	1.9423484338289427	0.647	32
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.3476467941821096	0.871	1.231776286897687	0.964	41
REACTOME_CELL_JUNCTION_ORGANIZATION	0.34759149869802536	0.871	1.3389215503866803	0.923	75
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.34726425295078106	0.871	2.01854848979288	0.622	69
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.3471664517684535	0.871	1.6269295304625582	0.805	69
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.3943902174597494	0.872	1.3293496602878876	0.946	13
REACTOME_PURINE_CATABOLISM	0.3941790237004173	0.872	1.372377324136988	0.934	9
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.39399289173686286	0.872	1.5191076649882864	0.872	10
KEGG_VIRAL_MYOCARDITIS	0.3467483116649098	0.872	1.3458544786706776	0.922	71
